,TUCASEID,TULINENO,TEAGE,TESEX
991,20140112130550,1,85,2
992,20140112130553,1,44,1
993,20140112130553,2,13,2
994,20140112130556,1,70,1
995,20140112130556,2,71,2
996,20140112130557,1,61,1
997,20140112130565,1,56,1
998,20140112130567,1,51,1
999,20140112130567,2,9,1
1000,20140112130569,1,56,2
1001,20140112130578,1,44,2
1002,20140112130578,2,44,1
1003,20140112130578,3,11,1
1004,20140112130578,4,10,1
1005,20140112130581,1,49,1
1006,20140112130581,2,51,2
1007,20140112130581,3,16,1
1008,20140112130581,4,15,1
1009,20140112130581,5,11,2
1010,20140112130582,1,66,1
1011,20140112130584,1,51,1
1012,20140112130584,2,15,1
1013,20140112130585,1,76,1
1014,20140112130586,1,78,2
1015,20140112130586,2,55,1
1016,20140112130589,1,50,1
1017,20140112130591,1,40,1
1018,20140112130591,2,64,1
1019,20140112130594,1,33,2
1020,20140112130594,2,35,1
1021,20140112130594,3,16,2
1022,20140112130594,4,14,1
1023,20140112130594,5,13,1
1024,20140112130594,6,14,1
1025,20140112130595,1,80,2
1026,20140112130595,2,80,1
1027,20140112130596,1,59,2
1028,20140112130600,1,43,1
1029,20140112130600,2,39,2
1030,20140112130600,3,13,1
1031,20140112130600,4,11,2
1032,20140112130600,5,6,1
1033,20140112130610,1,55,2
1034,20140112130610,2,60,1
1035,20140112130610,3,10,1
1036,20140112130613,1,41,2
1037,20140112130613,2,16,2
1038,20140112130613,3,14,1
1039,20140112130613,4,11,2
1040,20140112130615,1,16,2
1041,20140112130615,2,49,1
1042,20140112130615,3,45,2
1043,20140112130615,4,19,1
1044,20140112130621,1,50,2
1045,20140112130621,2,52,1
1046,20140112130621,3,16,1
1047,20140112130623,1,80,1
1048,20140112130625,1,51,2
1049,20140112130625,2,55,1
1050,20140112130625,3,15,2
1051,20140112130626,1,62,1
1052,20140112130626,2,57,2
1053,20140112130632,1,17,2
1054,20140112130632,2,55,1
1055,20140112130632,3,60,2
1056,20140112130632,4,15,1
1057,20140112130633,1,27,1
1058,20140112130633,2,2,1
1059,20140112130633,3,13,2
1060,20140112130634,1,73,2
1061,20140112130637,1,73,2
1062,20140112130638,1,55,1
1063,20140112130640,1,32,1
1064,20140112130640,2,29,2
1065,20140112130645,1,70,2
1066,20140112130647,1,69,1
1067,20140112130647,2,69,2
1068,20140112130649,1,49,2
1069,20140112130649,2,45,1
1070,20140112130649,3,25,2
1071,20140112130649,4,6,2
1072,20140112130650,1,31,2
1073,20140112130650,2,34,1
1074,20140112130654,1,76,2
1075,20140112130658,1,80,2
1076,20140112130658,2,80,1
1077,20140112130664,1,50,2
1078,20140112130664,2,54,1
1079,20140112130664,3,20,2
1080,20140112130665,1,43,2
1081,20140112130668,1,46,1
1082,20140112130668,2,45,2
1083,20140112130668,3,13,1
1084,20140112130668,4,11,2
1085,20140112130670,1,59,1
1086,20140112130670,2,34,2
1087,20140112130670,3,6,1
1088,20140112130670,4,4,1
1089,20140112130672,1,42,1
1090,20140112130672,2,40,2
1091,20140112130672,3,15,1
1092,20140112130672,4,12,2
1093,20140112130672,5,7,2
1094,20140112130683,1,48,1
1095,20140112130686,1,49,2
1096,20140112130686,2,38,1
1097,20140112130686,3,17,2
1098,20140112130686,6,14,1
1099,20140112130687,1,48,2
1100,20140112130687,2,5,1
1101,20140112130688,1,34,1
1102,20140112130688,2,33,2
1103,20140112130688,3,11,1
1104,20140112130688,4,8,2
1105,20140112130688,5,4,1
1106,20140112130688,6,1,2
1107,20140112130691,1,65,1
1108,20140112130694,1,73,2
1109,20140112130695,1,67,2
1110,20140112130695,2,67,1
1111,20140112130697,1,34,1
1112,20140112130697,2,32,2
1113,20140112130697,3,13,1
1114,20140112130697,4,8,1
1115,20140112130697,5,6,1
1116,20140112130698,1,85,2
1117,20140112130699,1,27,2
1118,20140112130699,2,7,2
1119,20140112130699,3,6,2
1120,20140112130699,4,0,1
1121,20140112130701,1,34,1
1122,20140112130701,2,32,2
1123,20140112130701,3,9,1
1124,20140112130701,4,5,1
1125,20140112130701,5,2,2
1126,20140112130702,1,64,2
1127,20140112130702,2,25,2
1128,20140112130705,1,38,2
1129,20140112130705,2,42,1
1130,20140112130705,3,4,1
1131,20140112130707,1,19,1
1132,20140112130707,2,39,2
1133,20140112130707,3,43,1
1134,20140112130707,4,10,1
1135,20140112130709,1,45,1
1136,20140112130711,1,28,2
1137,20140112130711,2,4,2
1138,20140112130712,1,67,1
1139,20140112130712,2,59,2
1140,20140112130714,1,75,2
1141,20140112130715,1,28,2
1142,20140112130715,2,4,2
1143,20140112130715,3,2,1
1144,20140112130717,1,64,1
1145,20140112130719,1,46,1
1146,20140112130719,2,12,2
1147,20140112130720,1,52,1
1148,20140112130722,1,66,1
1149,20140112130722,2,65,2
1150,20140112130725,1,40,1
1151,20140112130725,2,34,2
1152,20140112130725,3,14,1
1153,20140112130725,4,10,2
1154,20140112130725,5,6,1
1155,20140112130730,1,32,2
1156,20140112130730,2,9,1
1157,20140112130730,3,11,2
1158,20140112130736,1,62,2
1159,20140112130736,2,62,1
1160,20140112130736,3,23,2
1161,20140112130738,1,73,2
1162,20140112130740,1,85,1
1163,20140112130746,1,55,1
1164,20140112130746,2,25,2
1165,20140112130746,3,22,2
1166,20140112130748,1,28,1
1167,20140112130748,2,28,2
1168,20140112130748,3,0,1
1169,20140112130752,1,62,2
1170,20140112130757,1,17,1
1171,20140112130757,2,45,2
1172,20140112130757,3,14,2
1173,20140112130758,1,17,1
1174,20140112130758,2,48,2
1175,20140112130758,3,25,1
1176,20140112130758,4,16,1
1177,20140112130763,1,55,2
1178,20140112130763,2,58,2
1179,20140112130767,1,31,1
1180,20140112130767,2,43,2
1181,20140112130767,3,7,2
1182,20140112130772,1,39,1
1183,20140112130772,2,34,2
1184,20140112130772,3,2,2
1185,20140112130785,1,21,2
1186,20140112130790,1,73,2
1187,20140112130791,1,55,1
1188,20140112130791,2,53,2
1189,20140112130794,1,71,1
1190,20140112130794,2,64,2
1191,20140112130799,1,38,2
1192,20140112130799,2,41,1
1193,20140112130799,3,13,2
1194,20140112130799,4,10,1
1195,20140112130801,1,40,2
1196,20140112130801,2,39,1
1197,20140112130801,3,11,1
1198,20140112130801,4,8,1
1199,20140112130802,1,68,2
1200,20140112130803,1,32,2
1201,20140112130803,2,36,1
1202,20140112130803,3,7,1
1203,20140112130804,1,25,1
1204,20140112130804,2,49,1
1205,20140112130804,3,9,1
1206,20140112130806,1,44,2
1207,20140112130806,2,46,1
1208,20140112130806,3,16,2
1209,20140112130806,4,13,2
1210,20140112130806,5,9,2
1211,20140112130809,1,30,1
1212,20140112130809,2,27,1
1213,20140112130810,1,57,2
1214,20140112130810,2,64,1
1215,20140112130812,1,16,1
1216,20140112130812,2,41,1
1217,20140112130812,3,11,1
1218,20140112130812,4,7,1
1219,20140112130812,5,41,2
1220,20140112130812,6,12,2
1221,20140112130817,1,64,1
1222,20140112130821,1,44,1
1223,20140112130821,2,47,2
1224,20140112130821,3,6,1
1225,20140112130828,1,67,2
1226,20140112130828,2,67,1
1227,20140112130828,3,39,1
1228,20140112130834,1,62,2
1229,20140112130836,1,58,1
1230,20140112130838,1,52,1
1231,20140112130838,2,53,2
1232,20140112130840,1,39,1
1233,20140112130840,2,39,2
1234,20140112130840,3,8,2
1235,20140112130840,4,5,2
1236,20140112130842,1,61,1
1237,20140112130842,2,57,2
1238,20140112130843,1,33,1
1239,20140112130843,2,34,2
1240,20140112130843,3,5,1
1241,20140112130843,4,3,1
1242,20140112130845,1,69,2
1243,20140112130845,2,75,1
1244,20140112130846,1,49,2
1245,20140112130846,2,65,1
1246,20140112130846,4,14,2
1247,20140112130847,1,67,2
1248,20140112130847,2,77,1
1249,20140112130847,3,15,2
1250,20140112130848,1,40,1
1251,20140112130849,1,50,1
1252,20140112130849,2,48,2
1253,20140112130849,3,10,2
1254,20140112130849,4,7,2
1255,20140112130850,1,77,2
1256,20140112130850,2,77,1
1257,20140112130854,1,49,2
1258,20140112130855,1,64,1
1259,20140112130857,1,66,2
1260,20140112130857,2,60,1
1261,20140112130870,1,17,1
1262,20140112130870,2,43,1
1263,20140112130870,3,39,2
1264,20140112130870,4,15,1
1265,20140112130870,5,13,2
1266,20140112130872,1,42,1
1267,20140112130872,2,42,2
1268,20140112130872,3,15,2
1269,20140112130872,4,12,1
1270,20140112130873,1,59,2
1271,20140112130873,2,50,2
1272,20140112130884,1,58,2
1273,20140112130885,1,39,1
1274,20140112130885,2,37,2
1275,20140112130885,3,9,2
1276,20140112130885,4,7,2
1277,20140112130885,5,5,2
1278,20140112130885,6,3,1
1279,20140112130886,1,16,2
1280,20140112130886,2,46,2
1281,20140112130886,3,74,2
1282,20140112130888,1,45,1
1283,20140112130888,2,46,2
1284,20140112130888,3,14,1
1285,20140112130888,4,14,2
1286,20140112130889,1,42,2
1287,20140112130889,2,63,1
1288,20140112130889,3,15,1
1289,20140112130889,4,13,2
1290,20140112130891,1,29,1
1291,20140112130891,2,11,1
1292,20140112130891,3,5,2
1293,20140112130891,4,1,1
1294,20140112130891,5,31,2
1295,20140112130892,1,57,1
1296,20140112130893,1,36,2
1297,20140112130893,2,43,1
1298,20140112130893,3,16,1
1299,20140112130893,4,11,2
1300,20140112130894,1,33,2
1301,20140112130894,2,29,1
1302,20140112130894,3,3,2
1303,20140112130901,1,85,2
1304,20140112130902,1,85,1
1305,20140112130902,2,61,2
1306,20140112130902,4,5,1
1307,20140112130904,1,64,2
1308,20140112130904,2,47,1
1309,20140112130906,1,33,1
1310,20140112130906,2,31,2
1311,20140112130906,3,5,2
1312,20140112130906,4,3,2
1313,20140112130906,5,0,1
1314,20140112130908,1,54,2
1315,20140112130908,2,61,1
1316,20140112130908,3,31,1
1317,20140112130912,1,30,1
1318,20140112130918,1,40,1
1319,20140112130918,2,11,2
1320,20140112130918,3,9,1
1321,20140112130918,4,6,1
1322,20140112130918,5,39,2
1323,20140112130921,1,30,2
1324,20140112130921,2,9,2
1325,20140112130921,3,0,1
1326,20140112130921,4,28,1
1327,20140112130926,1,36,2
1328,20140112130926,2,38,1
1329,20140112130926,3,3,2
1330,20140112130927,1,25,2
1331,20140112130927,2,45,2
1332,20140112130927,3,21,1
1333,20140112130927,4,13,2
1334,20140112130927,5,9,2
1335,20140112130927,6,6,2
1336,20140112130927,7,4,1
1337,20140112130930,1,85,2
1338,20140112130934,1,16,2
1339,20140112130934,2,38,2
1340,20140112130934,3,10,2
1341,20140112130934,4,72,1
1342,20140112130936,1,59,2
1343,20140112130936,2,73,1
1344,20140112130937,1,60,2
1345,20140112130940,1,30,1
1346,20140112130941,1,35,2
1347,20140112130941,2,38,1
1348,20140112130941,3,7,2
1349,20140112130941,4,4,2
1350,20140112130941,5,1,1
1351,20140112130944,1,16,1
1352,20140112130944,2,45,2
1353,20140112130944,3,50,1
1354,20140112130944,4,22,2
1355,20140112130948,1,22,2
1356,20140112130948,2,23,1
1357,20140112130952,1,67,1
1358,20140112130956,1,29,1
1359,20140112130956,2,30,2
1360,20140112130956,3,7,1
1361,20140112130960,1,68,1
1362,20140112130960,2,66,2
1363,20140112130962,1,30,1
1364,20140112130962,2,26,2
1365,20140112130962,3,23,1
1366,20140112130962,4,2,1
1367,20140112130963,1,44,2
1368,20140112130969,1,30,2
1369,20140112130969,2,34,1
1370,20140112130969,3,3,1
1371,20140112130969,4,1,2
1372,20140112130971,1,32,2
1373,20140112130971,2,49,1
1374,20140112130971,3,11,2
1375,20140112130971,4,6,1
1376,20140112130973,1,48,1
1377,20140112130973,2,46,2
1378,20140112130973,3,19,1
1379,20140112130973,4,21,2
1380,20140112130973,5,12,2
1381,20140112130977,1,30,2
1382,20140112130977,2,9,1
1383,20140112130977,3,4,2
1384,20140112130977,4,2,2
1385,20140112130978,1,21,1
1386,20140112130979,1,28,2
1387,20140112130979,2,58,1
1388,20140112130979,3,34,2
1389,20140112130979,4,9,2
1390,20140112130980,1,50,1
1391,20140112130980,2,43,2
1392,20140112130980,3,10,2
1393,20140112130980,4,8,1
1394,20140112130982,1,62,2
1395,20140112130986,1,31,1
1396,20140112130986,2,29,2
1397,20140112130994,1,36,2
1398,20140112130994,2,41,1
1399,20140112130994,3,1,2
1400,20140112130996,1,52,1
1401,20140112130996,2,47,2
1402,20140112130998,1,33,1
1403,20140112130998,2,35,2
1404,20140112130998,3,12,2
1405,20140112130998,4,9,1
1406,20140112131000,1,47,2
1407,20140112131000,2,46,1
1408,20140112131000,3,12,1
1409,20140112131007,1,42,1
1410,20140112131007,2,23,2
1411,20140112131007,3,18,1
1412,20140112131007,4,9,2
1413,20140112131007,5,0,2
1414,20140112131007,6,3,2
1415,20140112131007,7,2,2
1416,20140112131010,1,46,1
1417,20140112131010,2,43,2
1418,20140112131010,3,13,2
1419,20140112131010,4,10,2
1420,20140112131014,1,54,1
1421,20140112131020,1,37,2
1422,20140112131020,2,37,1
1423,20140112131020,3,12,1
1424,20140112131020,4,9,1
1425,20140112131022,1,55,2
1426,20140112131022,2,53,1
1427,20140112131022,3,17,1
1428,20140112131022,4,15,1
1429,20140112131024,1,52,2
1430,20140112131024,2,14,2
1431,20140112131024,3,11,2
1432,20140112131026,1,40,2
1433,20140112131026,2,51,1
1434,20140112131026,3,15,1
1435,20140112131027,1,43,1
1436,20140112131029,1,32,2
1437,20140112131029,2,32,1
1438,20140112131029,3,6,1
1439,20140112131029,4,3,1
1440,20140112131034,1,39,1
1441,20140112131034,2,40,2
1442,20140112131034,3,6,2
1443,20140112131034,4,4,2
1444,20140112131036,1,30,1
1445,20140112131036,2,24,2
1446,20140112131036,3,1,2
1447,20140112131039,1,41,2
1448,20140112131039,2,20,1
1449,20140112131039,3,5,1
1450,20140112131040,1,77,2
1451,20140112131042,1,28,2
1452,20140112131043,1,24,1
1453,20140112131043,2,50,1
1454,20140112131043,3,52,2
1455,20140112131043,4,20,1
1456,20140112131044,1,38,1
1457,20140112131044,2,8,1
1458,20140112131054,1,35,2
1459,20140112131054,2,13,2
1460,20140112131054,3,60,2
1461,20140112131054,4,34,1
1462,20140112131054,6,7,2
1463,20140112131054,7,17,2
1464,20140112131054,8,25,2
1465,20140112131057,1,56,2
1466,20140112131057,2,37,2
1467,20140112131057,3,17,2
1468,20140112131057,4,9,1
1469,20140112131058,1,68,2
1470,20140112131060,1,64,1
1471,20140112131060,2,64,2
1472,20140112131064,1,51,1
1473,20140112131064,2,19,2
1474,20140112131069,1,59,1
1475,20140112131077,1,56,2
1476,20140112131077,2,57,2
1477,20140112131083,1,46,2
1478,20140112131085,1,27,2
1479,20140112131093,1,36,1
1480,20140112131093,2,35,2
1481,20140112131093,3,4,1
1482,20140112131093,4,0,2
1483,20140112131093,5,0,1
1484,20140112131096,1,30,1
1485,20140112131096,2,32,2
1486,20140112131096,3,4,2
1487,20140112131096,4,1,1
1488,20140112131099,1,46,2
1489,20140112131099,2,13,1
1490,20140112131100,1,64,2
1491,20140112131100,2,37,2
1492,20140112131100,3,11,1
1493,20140112131104,1,59,2
1494,20140112131104,2,71,1
1495,20140112131110,1,29,2
1496,20140112131110,2,9,2
1497,20140112131111,1,63,1
1498,20140112131117,1,85,2
1499,20140112131117,2,85,1
1500,20140112131117,3,63,1
1501,20140112131127,1,67,1
1502,20140112131127,2,61,2
1503,20140112131133,1,63,2
1504,20140112131133,2,53,2
1505,20140112131140,1,49,1
1506,20140112131140,2,50,2
1507,20140112131141,1,48,1
1508,20140112131141,2,43,2
1509,20140112131143,1,50,2
1510,20140112131147,1,68,2
1511,20140112131147,2,72,1
1512,20140112131150,1,27,1
1513,20140112131150,2,28,2
1514,20140112131150,3,1,2
1515,20140112131152,1,32,2
1516,20140112131152,2,33,1
1517,20140112131152,3,5,2
1518,20140112131152,4,3,1
1519,20140112131155,1,49,1
1520,20140112131155,2,50,2
1521,20140112131155,3,15,2
1522,20140112131155,4,15,1
1523,20140112131155,5,11,1
1524,20140112131156,1,57,2
1525,20140112131156,2,69,1
1526,20140112131158,1,26,1
1527,20140112131158,2,23,2
1528,20140112131158,3,4,1
1529,20140112131158,4,0,2
1530,20140112131161,1,61,1
1531,20140112131168,1,32,2
1532,20140112131168,2,38,1
1533,20140112131168,3,5,2
1534,20140112131168,4,2,2
1535,20140112131168,5,2,1
1536,20140112131171,1,15,1
1537,20140112131171,2,49,2
1538,20140112131171,3,20,2
1539,20140112131171,4,22,1
1540,20140112131171,5,67,2
1541,20140112131172,1,55,2
1542,20140112131180,1,52,1
1543,20140112131180,2,52,2
1544,20140112131180,3,25,2
1545,20140112131180,4,23,1
1546,20140112131180,5,21,1
1547,20140112131183,1,70,1
1548,20140112131184,1,80,2
1549,20140112131184,2,80,1
1550,20140112131185,1,41,1
1551,20140112131185,2,40,2
1552,20140112131185,3,11,1
1553,20140112131185,4,8,2
1554,20140112131191,1,75,2
1555,20140112131195,1,16,1
1556,20140112131195,2,42,1
1557,20140112131195,3,41,2
1558,20140112131195,4,5,1
1559,20140112131200,1,48,2
1560,20140112131200,2,45,1
1561,20140112131200,3,12,2
1562,20140112131200,4,10,2
1563,20140112131204,1,80,2
1564,20140112131204,2,80,1
1565,20140112131205,1,31,2
1566,20140112131205,2,36,1
1567,20140112131205,3,4,2
1568,20140112131205,4,1,2
1569,20140112131212,1,34,2
1570,20140112131213,1,54,2
1571,20140112131224,1,38,1
1572,20140112131224,2,35,2
1573,20140112131224,3,13,1
1574,20140112131224,4,7,1
1575,20140112131227,1,20,1
1576,20140112131227,2,20,1
1577,20140112131230,1,64,2
1578,20140112131234,1,53,2
1579,20140112131234,2,53,1
1580,20140112131234,3,14,2
1581,20140112131236,1,28,2
1582,20140112131236,2,9,2
1583,20140112131236,3,1,2
1584,20140112131242,1,36,2
1585,20140112131242,2,44,1
1586,20140112131242,3,20,1
1587,20140112131242,4,18,2
1588,20140112131242,5,13,2
1589,20140112131243,1,79,1
1590,20140112131243,2,71,2
1591,20140112131253,1,60,1
1592,20140112131255,1,50,2
1593,20140112131255,2,55,1
1594,20140112131255,3,21,1
1595,20140112131257,1,48,1
1596,20140112131257,2,46,2
1597,20140112131257,3,8,1
1598,20140112131257,4,5,2
1599,20140112131261,1,35,1
1600,20140112131261,2,45,2
1601,20140112131261,3,15,1
1602,20140112131261,4,6,2
1603,20140112131263,1,45,1
1604,20140112131265,1,53,1
1605,20140112131265,2,42,2
1606,20140112131265,3,16,1
1607,20140112131265,4,6,1
1608,20140112131266,1,56,2
1609,20140112131266,3,54,2
1610,20140112131266,4,31,2
1611,20140112131271,1,40,2
1612,20140112131271,2,46,1
1613,20140112131271,3,21,1
1614,20140112131271,4,19,1
1615,20140112131271,5,14,1
1616,20140112131271,6,8,1
1617,20140112131273,1,33,2
1618,20140112131273,2,6,1
1619,20140112131273,3,4,2
1620,20140112131279,1,65,2
1621,20140112131280,1,79,1
1622,20140112131282,1,42,1
1623,20140112131283,1,17,1
1624,20140112131283,2,55,2
1625,20140112131284,1,30,1
1626,20140112131284,2,31,2
1627,20140112131284,3,2,2
1628,20140112131286,1,59,2
1629,20140112131300,1,26,1
1630,20140112131300,2,80,2
1631,20140112131301,1,51,1
1632,20140112131301,2,49,2
1633,20140112131301,3,16,2
1634,20140112131301,4,14,2
1635,20140112131303,1,53,2
1636,20140112131303,2,43,1
1637,20140112131303,3,11,2
1638,20140112131303,4,8,2
1639,20140112131306,1,74,2
1640,20140112131306,2,38,2
1641,20140112131307,1,42,2
1642,20140112131307,2,38,1
1643,20140112131307,3,9,1
1644,20140112131307,4,10,2
1645,20140112131307,5,5,2
1646,20140112131308,1,37,2
1647,20140112131308,2,6,1
1648,20140112131308,3,39,1
1649,20140112131312,1,67,2
1650,20140112131312,2,66,1
1651,20140112131314,1,55,2
1652,20140112131314,2,52,1
1653,20140112131318,1,75,1
1654,20140112131318,2,64,2
1655,20140112131318,3,34,1
1656,20140112131319,1,80,2
1657,20140112131321,1,78,1
1658,20140112131325,1,47,1
1659,20140112131325,2,46,2
1660,20140112131325,3,10,2
1661,20140112131328,1,69,2
1662,20140112131328,2,37,2
1663,20140112131328,3,43,1
1664,20140112131328,4,4,2
1665,20140112131328,5,6,2
1666,20140112131328,6,7,1
1667,20140112131330,1,39,1
1668,20140112131330,2,39,2
1669,20140112131330,3,15,1
1670,20140112131330,4,14,2
1671,20140112131330,5,12,1
1672,20140112131331,1,49,2
1673,20140112131331,2,47,1
1674,20140112131331,3,14,2
1675,20140112131331,4,10,2
1676,20140112131332,1,49,2
1677,20140112131332,2,64,1
1678,20140112131343,1,33,2
1679,20140112131343,2,42,1
1680,20140112131343,3,16,2
1681,20140112131343,4,15,1
1682,20140112131343,5,10,1
1683,20140112131343,6,0,1
1684,20140112131353,1,67,2
1685,20140112131355,1,30,1
1686,20140112131355,2,31,2
1687,20140112131355,3,1,1
1688,20140112131356,1,23,1
1689,20140112131358,1,22,1
1690,20140112131358,2,23,2
1691,20140112131358,3,3,2
1692,20140112131358,4,1,2
1693,20140112131361,1,31,1
1694,20140112131362,1,28,2
1695,20140112131362,2,29,1
1696,20140112131362,3,2,1
1697,20140112131369,1,45,2
1698,20140112131369,2,14,1
1699,20140112131369,3,9,2
1700,20140112131369,4,8,2
1701,20140112131370,1,42,1
1702,20140112131370,2,39,2
1703,20140112131370,3,8,1
1704,20140112131370,4,5,1
1705,20140112131371,1,31,2
1706,20140112131371,2,32,1
1707,20140112131371,3,9,1
1708,20140112131371,4,4,2
1709,20140112131377,1,58,2
1710,20140112131377,2,27,2
1711,20140112131377,3,4,1
1712,20140112131380,1,16,1
1713,20140112131380,2,41,2
1714,20140112131380,4,15,2
1715,20140112131381,1,18,1
1716,20140112131381,2,44,2
1717,20140112131381,3,47,1
